name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,regional_sales_total,decade,sales_tier,is_high_seller,na_sales_share,eu_sales_share,jp_sales_share,other_sales_share,dominant_region
Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,0.27,2000s,low,0,0.5925925925925926,0.0,0.37037037037037035,0.037037037037037035,North America
Beamrider,2600,1984,Racing,Activision,0.26,0.01,0.0,0.0,0.27,0.27,1980s,low,0,0.9629629629629629,0.037037037037037035,0.0,0.0,North America
EyePet,PSP,2010,Simulation,Sony Computer Entertainment,0.02,0.17,0.0,0.09,0.27,0.28,2010s,low,0,0.07142857142857142,0.6071428571428571,0.0,0.3214285714285714,Europe
The Evil Within,PC,2014,Action,Bethesda Softworks,0.09,0.16,0.0,0.02,0.27,0.27,2010s,low,0,0.3333333333333333,0.5925925925925926,0.0,0.07407407407407407,Europe
Athens 2004,PS2,2004,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
Gunship,PS,1996,Simulation,Microprose,0.15,0.1,0.0,0.02,0.27,0.27,1990s,low,0,0.5555555555555555,0.37037037037037035,0.0,0.07407407407407407,North America
Jikkyou Powerful Pro Yakyuu Portable 4,PSP,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,0.27,2000s,low,0,0.0,0.0,1.0,0.0,Japan
SD Gundam G Generation Portable,PSP,2006,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,0.27,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Sydney 2000,PS,2000,Sports,Eidos Interactive,0.15,0.1,0.0,0.02,0.27,0.27,2000s,low,0,0.5555555555555555,0.37037037037037035,0.0,0.07407407407407407,North America
Pro Race Driver,PS2,2002,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27,0.27,2000s,low,0,0.7777777777777777,0.18518518518518517,0.0,0.037037037037037035,North America
Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,0.27,1990s,low,0,0.0,0.0,1.0,0.0,Japan
The Club,X360,2008,Shooter,Sega,0.15,0.1,0.0,0.02,0.27,0.27,2000s,low,0,0.5555555555555555,0.37037037037037035,0.0,0.07407407407407407,North America
Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,0.27,1990s,low,0,0.0,0.0,1.0,0.0,Japan
Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27,0.27,2010s,low,0,0.25925925925925924,0.25925925925925924,0.4444444444444444,0.037037037037037035,Japan
Rocky: Legends,PS2,2004,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
NickToons: Racing,GBA,2002,Racing,Infogrames,0.19,0.07,0.0,0.0,0.27,0.26,2000s,low,0,0.7307692307692307,0.2692307692307693,0.0,0.0,North America
MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,0.14,0.1,0.0,0.03,0.27,0.27,2010s,low,0,0.5185185185185185,0.37037037037037035,0.0,0.1111111111111111,North America
Tiger Woods PGA Tour 07,PSP,2006,Sports,Electronic Arts,0.2,0.04,0.0,0.04,0.27,0.28,2000s,low,0,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,North America
NHL 07,X360,2006,Sports,Electronic Arts,0.25,0.01,0.0,0.02,0.27,0.28,2000s,low,0,0.8928571428571428,0.03571428571428571,0.0,0.07142857142857142,North America
Bridge,2600,1980,Misc,Activision,0.25,0.02,0.0,0.0,0.27,0.27,1980s,low,0,0.9259259259259258,0.07407407407407407,0.0,0.0,North America
G-Force,PS2,2009,Action,Disney Interactive Studios,0.12,0.01,0.0,0.14,0.27,0.27,2000s,low,0,0.4444444444444444,0.037037037037037035,0.0,0.5185185185185185,Other
The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,0.06,0.16,0.0,0.05,0.27,0.27,2010s,low,0,0.2222222222222222,0.5925925925925926,0.0,0.18518518518518517,Europe
RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27,0.27,2000s,low,0,0.6666666666666666,0.2962962962962963,0.0,0.037037037037037035,North America
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft,0.0,0.0,0.27,0.0,0.27,0.27,1990s,low,0,0.0,0.0,1.0,0.0,Japan
Wave Rally,PS2,2001,Racing,Eidos Interactive,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
Over the Hedge,GBA,2006,Platform,Activision,0.19,0.07,0.0,0.0,0.27,0.26,2000s,low,0,0.7307692307692307,0.2692307692307693,0.0,0.0,North America
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.1,0.08,0.06,0.04,0.27,0.27999999999999997,2010s,low,0,0.3571428571428572,0.28571428571428575,0.2142857142857143,0.14285714285714288,North America
Disney's Chicken Little,GC,2005,Platform,Disney Interactive Studios,0.21,0.05,0.0,0.01,0.27,0.27,2000s,low,0,0.7777777777777777,0.18518518518518517,0.0,0.037037037037037035,North America
Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft,0.09,0.15,0.0,0.03,0.27,0.27,2010s,low,0,0.3333333333333333,0.5555555555555555,0.0,0.1111111111111111,Europe
Ty the Tasmanian Tiger,GC,2002,Platform,Electronic Arts,0.21,0.05,0.0,0.01,0.27,0.27,2000s,low,0,0.7777777777777777,0.18518518518518517,0.0,0.037037037037037035,North America
Sengoku Basara 4,PS3,2014,Action,Capcom,0.0,0.0,0.27,0.0,0.27,0.27,2010s,low,0,0.0,0.0,1.0,0.0,Japan
Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.01,0.27,0.27,2000s,low,0,0.0,0.0,0.9629629629629629,0.037037037037037035,Japan
WWE Road to WrestleMania X8,GBA,2002,Fighting,THQ,0.19,0.07,0.0,0.0,0.27,0.26,2000s,low,0,0.7307692307692307,0.2692307692307693,0.0,0.0,North America
Medarot 3: Kabuto / Kuwagata Version,GB,2000,Role-Playing,Imagineer,0.0,0.0,0.27,0.0,0.27,0.27,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
Sherlock Holmes: Crimes & Punishments,PS4,2014,Adventure,Focus Home Interactive,0.08,0.14,0.0,0.05,0.27,0.27,2010s,low,0,0.2962962962962963,0.5185185185185185,0.0,0.18518518518518517,Europe
NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,0.27,2000s,low,0,0.7407407407407407,0.2222222222222222,0.0,0.037037037037037035,North America
Bratz: The Movie,Wii,2007,Simulation,THQ,0.24,0.01,0.0,0.02,0.27,0.27,2000s,low,0,0.8888888888888888,0.037037037037037035,0.0,0.07407407407407407,North America
BloodRayne 2,PS2,2004,Shooter,THQ,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
Spider-Man: Web of Shadows,PS3,2008,Action,Activision,0.2,0.04,0.0,0.03,0.27,0.27,2000s,low,0,0.7407407407407407,0.14814814814814814,0.0,0.1111111111111111,North America
NHL 2002,XB,2001,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,0.27,2000s,low,0,0.7407407407407407,0.2222222222222222,0.0,0.037037037037037035,North America
Reader Rabbit Kindergarten,DS,2008,Misc,Nordic Games,0.25,0.0,0.0,0.02,0.27,0.27,2000s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
Tropico 4,PC,2011,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27,0.27,2010s,low,0,0.37037037037037035,0.48148148148148145,0.0,0.14814814814814814,Europe
NBA In The Zone '98,N64,1997,Sports,Konami Digital Entertainment,0.25,0.02,0.0,0.0,0.27,0.27,1990s,low,0,0.9259259259259258,0.07407407407407407,0.0,0.0,North America
Jikkyou Powerful Pro Yakyuu 5,N64,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,0.27,1990s,low,0,0.0,0.0,1.0,0.0,Japan
NBA Jam 99,N64,1998,Sports,Acclaim Entertainment,0.25,0.02,0.0,0.0,0.27,0.27,1990s,low,0,0.9259259259259258,0.07407407407407407,0.0,0.0,North America
Shadow Man,N64,1999,Action,Acclaim Entertainment,0.18,0.08,0.0,0.01,0.27,0.27,1990s,low,0,0.6666666666666666,0.2962962962962963,0.0,0.037037037037037035,North America
Command & Conquer,N64,1999,Strategy,Nintendo,0.22,0.05,0.0,0.0,0.27,0.27,1990s,low,0,0.8148148148148148,0.18518518518518517,0.0,0.0,North America
Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,0.14,0.11,0.0,0.03,0.27,0.28,2010s,low,0,0.5,0.39285714285714285,0.0,0.10714285714285712,North America
Shadow of Rome,PS2,2005,Action,Capcom,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo,0.0,0.0,0.27,0.0,0.27,0.27,2010s,low,0,0.0,0.0,1.0,0.0,Japan
Tales of Eternia,PSP,2005,Role-Playing,Ubisoft,0.0,0.01,0.25,0.01,0.27,0.27,2000s,low,0,0.0,0.037037037037037035,0.9259259259259258,0.037037037037037035,Japan
Harry Potter and the Order of the Phoenix,PS2,2007,Action,Electronic Arts,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
Ben 10 Triple Pack,DS,2011,Misc,D3Publisher,0.13,0.12,0.0,0.03,0.27,0.28,2010s,low,0,0.46428571428571425,0.4285714285714285,0.0,0.10714285714285712,North America
Need for Speed Rivals,PC,2013,Racing,Electronic Arts,0.04,0.19,0.0,0.04,0.27,0.27,2010s,low,0,0.14814814814814814,0.7037037037037037,0.0,0.14814814814814814,Europe
Stuntman: Ignition,PS2,2007,Racing,THQ,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
Fantastic 4,XB,2005,Action,Activision,0.2,0.06,0.0,0.01,0.27,0.27,2000s,low,0,0.7407407407407407,0.2222222222222222,0.0,0.037037037037037035,North America
Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision,0.19,0.07,0.0,0.0,0.27,0.26,2000s,low,0,0.7307692307692307,0.2692307692307693,0.0,0.0,North America
MotoGP,PS2,2000,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,0.27,2000s,low,0,0.2222222222222222,0.18518518518518517,0.5185185185185185,0.07407407407407407,Japan
The Penguins of Madagascar,DS,2010,Action,THQ,0.13,0.12,0.0,0.02,0.27,0.27,2010s,low,0,0.48148148148148145,0.4444444444444444,0.0,0.07407407407407407,North America
Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Sports,DTP Entertainment,0.23,0.04,0.0,0.0,0.27,0.27,2000s,low,0,0.8518518518518519,0.14814814814814814,0.0,0.0,North America
Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27,0.27,2000s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,Atlus,0.1,0.0,0.16,0.01,0.27,0.27,2000s,low,0,0.37037037037037035,0.0,0.5925925925925926,0.037037037037037035,Japan
LEGO The Hobbit,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,0.27,2010s,low,0,0.48148148148148145,0.4444444444444444,0.0,0.07407407407407407,North America
Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,0.27,1990s,low,0,0.0,0.0,1.0,0.0,Japan
The Incredible Hulk,PS3,2008,Action,Sega,0.22,0.03,0.0,0.03,0.27,0.28,2000s,low,0,0.7857142857142857,0.10714285714285712,0.0,0.10714285714285712,North America
Resident Evil: Revelations,X360,2013,Action,Capcom,0.12,0.11,0.02,0.02,0.27,0.26999999999999996,2010s,low,0,0.4444444444444445,0.40740740740740744,0.07407407407407408,0.07407407407407408,North America
Major League Baseball 2K10,Wii,2010,Sports,Take-Two Interactive,0.25,0.0,0.0,0.02,0.27,0.27,2010s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
NASCAR 2011: The Game,PS3,2011,Racing,Activision,0.25,0.0,0.0,0.02,0.27,0.27,2010s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
Thoroughbred Breeder II,SNES,1994,Simulation,Hect,0.0,0.0,0.27,0.0,0.27,0.27,1990s,low,0,0.0,0.0,1.0,0.0,Japan
Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus,0.14,0.0,0.12,0.01,0.27,0.27,2000s,low,0,0.5185185185185185,0.0,0.4444444444444444,0.037037037037037035,North America
Magical Vacation,GBA,2001,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27,0.27,2000s,low,0,0.0,0.0,0.9629629629629629,0.037037037037037035,Japan
XGIII: Extreme G Racing,PS2,2001,Racing,Acclaim Entertainment,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
NBA Live 2004,GC,2003,Sports,Electronic Arts,0.21,0.05,0.0,0.01,0.27,0.27,2000s,low,0,0.7777777777777777,0.18518518518518517,0.0,0.037037037037037035,North America
Dragon Ball: XenoVerse,X360,2015,Fighting,Namco Bandai Games,0.16,0.08,0.0,0.02,0.27,0.26,2010s,low,0,0.6153846153846154,0.3076923076923077,0.0,0.07692307692307693,North America
NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,0.27,2000s,low,0,0.7407407407407407,0.2222222222222222,0.0,0.037037037037037035,North America
Section 8,X360,2009,Shooter,SouthPeak Games,0.15,0.09,0.0,0.03,0.27,0.27,2000s,low,0,0.5555555555555555,0.3333333333333333,0.0,0.1111111111111111,North America
Superbike 2000,PS,1999,Racing,Electronic Arts,0.15,0.1,0.0,0.02,0.27,0.27,1990s,low,0,0.5555555555555555,0.37037037037037035,0.0,0.07407407407407407,North America
America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.27,0.27,2010s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Square Enix,0.25,0.0,0.0,0.02,0.27,0.27,2000s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,0.0,0.0,0.27,0.0,0.27,0.27,2010s,low,0,0.0,0.0,1.0,0.0,Japan
F1 2016 (Codemasters),PS4,2016,Racing,Codemasters,0.01,0.21,0.01,0.04,0.27,0.27,2010s,low,0,0.037037037037037035,0.7777777777777777,0.037037037037037035,0.14814814814814814,Europe
Connect Four / Perfection / Trouble,GBA,2005,Misc,Zoo Digital Publishing,0.19,0.07,0.0,0.0,0.27,0.26,2000s,low,0,0.7307692307692307,0.2692307692307693,0.0,0.0,North America
Wipeout 2,X360,2011,Misc,Activision,0.25,0.0,0.0,0.02,0.27,0.27,2010s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
Ratatouille,X360,2007,Action,THQ,0.23,0.02,0.0,0.02,0.27,0.27,2000s,low,0,0.8518518518518519,0.07407407407407407,0.0,0.07407407407407407,North America
The Incredible Hulk,X360,2008,Action,Sega,0.22,0.03,0.0,0.02,0.27,0.27,2000s,low,0,0.8148148148148148,0.1111111111111111,0.0,0.07407407407407407,North America
Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2009,Misc,Take-Two Interactive,0.24,0.01,0.0,0.02,0.27,0.27,2000s,low,0,0.8888888888888888,0.037037037037037035,0.0,0.07407407407407407,North America
Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,0.15,0.1,0.0,0.02,0.27,0.27,1990s,low,0,0.5555555555555555,0.37037037037037035,0.0,0.07407407407407407,North America
Reign of Fire,PS2,2002,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
Scooby-Doo! and the Spooky Swamp,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0.0,0.08,0.27,0.27,2010s,low,0,0.2962962962962963,0.4074074074074074,0.0,0.2962962962962963,Europe
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.27,0.27,1990s,low,0,0.0,0.0,0.9259259259259258,0.07407407407407407,Japan
Ace Attorney 6,3DS,2016,Adventure,Capcom,0.0,0.0,0.27,0.0,0.27,0.27,2010s,low,0,0.0,0.0,1.0,0.0,Japan
The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27,0.27,2000s,low,0,0.7777777777777777,0.18518518518518517,0.0,0.037037037037037035,North America
Cake Mania 2: Jill's Next Adventure!,DS,2008,Puzzle,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,0.26,2000s,low,0,0.923076923076923,0.0,0.0,0.07692307692307693,North America
Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,0.27,2010s,low,0,0.5925925925925926,0.3333333333333333,0.0,0.07407407407407407,North America
The BIGS,X360,2007,Sports,Take-Two Interactive,0.18,0.08,0.0,0.0,0.27,0.26,2000s,low,0,0.6923076923076923,0.3076923076923077,0.0,0.0,North America
Initial D: Special Stage,PS2,2003,Racing,Sega,0.0,0.0,0.27,0.0,0.27,0.27,2000s,low,0,0.0,0.0,1.0,0.0,Japan
Madden NFL 08,DS,2007,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27,0.26,2000s,low,0,0.923076923076923,0.0,0.0,0.07692307692307693,North America
Jurassic Park: Operation Genesis,PS2,2003,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.27,0.27,2000s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
Final Doom,PS,1995,Shooter,GT Interactive,0.15,0.1,0.0,0.02,0.27,0.27,1990s,low,0,0.5555555555555555,0.37037037037037035,0.0,0.07407407407407407,North America
Deadly Premonition,X360,2010,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.27,0.26,2010s,low,0,0.6923076923076923,0.23076923076923075,0.0,0.07692307692307693,North America
Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27,0.27,2000s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27,0.27,2000s,low,0,0.5555555555555555,0.37037037037037035,0.0,0.07407407407407407,North America
Knockout Kings 2002,XB,2002,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,0.27,2000s,low,0,0.7407407407407407,0.2222222222222222,0.0,0.037037037037037035,North America
Wipeout 2,DS,2011,Misc,Activision,0.25,0.0,0.0,0.02,0.27,0.27,2010s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
Payday 2,PS4,2015,Shooter,505 Games,0.09,0.14,0.0,0.04,0.27,0.27,2010s,low,0,0.3333333333333333,0.5185185185185185,0.0,0.14814814814814814,Europe
Ultimate NES Remix,3DS,2014,Action,Unknown,0.15,0.09,0.0,0.02,0.27,0.26,2010s,low,0,0.5769230769230769,0.34615384615384615,0.0,0.07692307692307693,North America
Megamind: The Blue Defender,DS,2010,Adventure,THQ,0.19,0.05,0.0,0.02,0.27,0.26,2010s,low,0,0.7307692307692307,0.19230769230769232,0.0,0.07692307692307693,North America
NFL Street 3,PSP,2006,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27,0.26,2000s,low,0,0.923076923076923,0.0,0.0,0.07692307692307693,North America
Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27,0.26,1990s,low,0,0.23076923076923075,0.15384615384615385,0.5384615384615385,0.07692307692307693,Japan
Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision,0.11,0.11,0.0,0.05,0.27,0.27,2010s,low,0,0.4074074074074074,0.4074074074074074,0.0,0.18518518518518517,North America
Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment,0.15,0.1,0.0,0.02,0.27,0.27,1990s,low,0,0.5555555555555555,0.37037037037037035,0.0,0.07407407407407407,North America
Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Banpresto,0.0,0.0,0.27,0.0,0.27,0.27,1990s,low,0,0.0,0.0,1.0,0.0,Japan
Cabela's Big Game Hunter 2010,X360,2009,Sports,Activision Value,0.25,0.0,0.0,0.02,0.27,0.27,2000s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
Duel Masters,PS2,2004,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
Ninja Gaiden Sigma,PSV,2012,Action,Tecmo Koei,0.13,0.06,0.04,0.04,0.27,0.27,2010s,low,0,0.48148148148148145,0.2222222222222222,0.14814814814814814,0.14814814814814814,North America
Super Collapse! 3,DS,2007,Puzzle,Mumbo Jumbo,0.25,0.0,0.0,0.02,0.27,0.27,2000s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.02,0.0,0.02,0.27,0.27,2000s,low,0,0.8518518518518519,0.07407407407407407,0.0,0.07407407407407407,North America
The Dog Island,PS2,2007,Adventure,Ubisoft,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
My Virtual Tutor: Reading Adventure Kindergarten to First,DS,2009,Misc,Mentor Interactive,0.25,0.0,0.0,0.02,0.27,0.27,2000s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,0.06,0.07,0.11,0.03,0.27,0.27,2010s,low,0,0.2222222222222222,0.25925925925925924,0.4074074074074074,0.1111111111111111,Japan
Major League Baseball 2K9,Wii,2009,Sports,Take-Two Interactive,0.25,0.0,0.0,0.02,0.27,0.27,2000s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,0.27,2010s,low,0,0.0,0.0,1.0,0.0,Japan
Operation Armored Liberty,GBA,2003,Action,Majesco Entertainment,0.19,0.07,0.0,0.0,0.27,0.26,2000s,low,0,0.7307692307692307,0.2692307692307693,0.0,0.0,North America
Rory McIlroy PGA Tour,XOne,2015,Action,Electronic Arts,0.15,0.09,0.0,0.02,0.27,0.26,2010s,low,0,0.5769230769230769,0.34615384615384615,0.0,0.07692307692307693,North America
Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,0.04,0.05,0.16,0.02,0.27,0.27,2010s,low,0,0.14814814814814814,0.18518518518518517,0.5925925925925926,0.07407407407407407,Japan
Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,0.24,0.0,0.0,0.02,0.27,0.26,2000s,low,0,0.923076923076923,0.0,0.0,0.07692307692307693,North America
Imagine: Fashion Party,Wii,2009,Simulation,Ubisoft,0.25,0.0,0.0,0.02,0.27,0.27,2000s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
Fish Tycoon,DS,2007,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,0.26,2000s,low,0,0.923076923076923,0.0,0.0,0.07692307692307693,North America
Scene It? Twilight,Wii,2009,Misc,Konami Digital Entertainment,0.16,0.08,0.0,0.02,0.27,0.26,2000s,low,0,0.6153846153846154,0.3076923076923077,0.0,0.07692307692307693,North America
And1 Streetball,PS2,2006,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,0.26,2000s,low,0,0.5,0.38461538461538464,0.0,0.11538461538461538,North America
Don King Boxing,Wii,2009,Sports,Take-Two Interactive,0.14,0.1,0.0,0.03,0.27,0.27,2000s,low,0,0.5185185185185185,0.37037037037037035,0.0,0.1111111111111111,North America
Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.27,0.26,2010s,low,0,0.23076923076923075,0.15384615384615385,0.5384615384615385,0.07692307692307693,Japan
Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.06,0.0,0.02,0.27,0.26,2010s,low,0,0.6923076923076923,0.23076923076923075,0.0,0.07692307692307693,North America
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,Namco Bandai Games,0.11,0.04,0.09,0.03,0.27,0.27,2010s,low,0,0.4074074074074074,0.14814814814814814,0.3333333333333333,0.1111111111111111,North America
ESPN NBA Basketball,XB,2003,Sports,Sega,0.2,0.06,0.0,0.01,0.27,0.27,2000s,low,0,0.7407407407407407,0.2222222222222222,0.0,0.037037037037037035,North America
Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei,0.0,0.0,0.25,0.02,0.27,0.27,1990s,low,0,0.0,0.0,0.9259259259259258,0.07407407407407407,Japan
NBA 07,PS3,2006,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.26,0.27,2000s,low,0,0.8888888888888888,0.0,0.037037037037037035,0.07407407407407407,North America
Lowrider,PS2,2002,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,0.26,2000s,low,0,0.4230769230769231,0.34615384615384615,0.11538461538461538,0.11538461538461538,North America
Reload: Target Down,Wii,2010,Shooter,Mastiff,0.25,0.0,0.0,0.02,0.26,0.27,2010s,low,0,0.9259259259259258,0.0,0.0,0.07407407407407407,North America
All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,0.26,2000s,low,0,0.923076923076923,0.0,0.0,0.07692307692307693,North America
